global_step,epoch,step_in_epoch,mean,median,std,min,max,skewness,kurtosis
1.0,0.0,1.0,14.961978195171913,7.5004565715789795,19.983990924813515,6.57631826470606e-05,178.3642120361328,2.564580802060303,9.81142888701664
2.0,0.0,2.0,14.5634076108856,7.282381772994995,19.468002896240257,3.4310625778744e-05,175.0748748779297,2.5665418346798314,9.860059729716792
3.0,0.0,3.0,14.178550783484257,7.17511248588562,18.95461434696583,3.84035183742526e-06,174.12033081054688,2.581347847521785,10.086955652347996
4.0,0.0,4.0,13.851071894816865,7.01552939414978,18.586085291331166,1.0844683856703341e-05,168.43345642089844,2.5859480733442073,10.023605518335827
5.0,0.0,5.0,13.462802039813814,6.804360389709473,18.070707468785514,1.4230835404305253e-05,166.53721618652344,2.5999791126844007,10.246519974343983
6.0,0.0,6.0,13.043878412540531,6.577037811279297,17.48631047865319,4.876687398791546e-06,167.34620666503906,2.6221157711522602,10.697409873672317
7.0,0.0,7.0,12.601840686631226,6.293787956237793,16.928816430892855,4.936323603033088e-05,168.32176208496094,2.6797421919207958,11.544759911116435
8.0,0.0,8.0,12.198895436526223,6.087459087371826,16.44430728501324,9.574615660312702e-07,166.60772705078125,2.7213240979364373,12.10821743110505
9.0,0.0,9.0,11.839410409119191,5.789203643798828,15.998682372511658,1.7711683995003114e-06,165.2416534423828,2.7641470501001955,12.704252883375082
10.0,0.0,10.0,11.490949629390284,5.687925577163696,15.569101973541876,3.393502993276343e-05,162.49794006347656,2.7924501092113596,13.082977789912846
11.0,0.0,11.0,11.147398792177457,5.52374792098999,15.159856935331014,3.644389289547689e-05,161.06427001953125,2.842909318399766,13.762598623930653
12.0,0.0,12.0,10.926218403362796,5.261260986328125,14.919056779538254,5.663589490723098e-07,160.72637939453125,2.885359475155454,14.335757585888437
13.0,0.0,13.0,10.55397173795028,5.200174808502197,14.423947531705782,1.1556136087165214e-05,154.31117248535156,2.8722735088931466,14.087262324642268
14.0,0.0,14.0,10.272742441103503,5.131032228469849,14.018566483624815,3.673954779515043e-05,147.64744567871094,2.829665365196959,13.475804532867475
15.0,0.0,15.0,9.841006215662448,4.9942591190338135,13.515718539310788,1.0462412319611758e-05,146.3224639892578,2.9095126896815744,14.592786885490202
16.0,0.0,16.0,9.52367920176027,4.861107110977173,13.115696401808306,0.0005059674149379134,143.00706481933594,2.9361918627833714,14.936168765000026
17.0,0.0,17.0,9.151517541462896,4.420064926147461,12.706056103116845,7.396609476018057e-07,141.94424438476562,3.0220691931512564,16.125599486105823
18.0,0.0,18.0,8.755900931331052,4.290390729904175,12.230750251849795,1.4260531315812841e-05,138.6697998046875,3.0826218832503742,16.95243663210191
19.0,0.0,19.0,8.361445215387453,4.125714302062988,11.712920331389299,2.92038112092996e-05,133.3441162109375,3.1036422289743864,17.216406429935144
20.0,0.0,20.0,7.805262787534018,3.8127368688583374,10.958064529503694,7.993605777301127e-11,125.16736602783203,3.1249190311446102,17.453427850826078
21.0,0.0,21.0,7.307214003733247,3.6244707107543945,10.360177076521454,4.032452852698043e-05,120.7610855102539,3.220161503239555,18.75641966963918
22.0,0.0,22.0,6.896102366873291,3.332402229309082,9.805351161474018,3.9722885958326515e-06,115.27165222167969,3.2583840805194426,19.315395317807646
23.0,0.0,23.0,6.663776774921713,3.2807897329330444,9.586554314255354,7.661466042918619e-06,115.00753021240234,3.3700062657576386,20.856101581425513
24.0,0.0,24.0,6.398595360663599,3.098311424255371,9.238198874218124,8.334485812611092e-08,111.67941284179688,3.4114421845567047,21.46081471179697
25.0,0.0,25.0,6.016238611754253,2.9081366062164307,8.74265742593087,2.0429538949429116e-08,107.72323608398438,3.5059727165563546,22.94102835056895
26.0,0.0,26.0,5.756736086176584,2.7443180084228516,8.38939090774847,3.7456908330568695e-07,103.72358703613281,3.529531461675406,23.251225443023714
27.0,0.0,27.0,5.376329379370122,2.438896656036377,8.030914616268515,2.218670033471426e-06,102.44992065429688,3.7520304874212558,26.399249794452018
28.0,0.0,28.0,5.031966060625813,2.2438923120498657,7.6027774973119895,7.422262342515751e-07,98.37045288085938,3.8556952766445036,27.92917936179682
29.0,0.0,29.0,4.6294952017572975,2.145092248916626,7.007972386485735,3.657786874100566e-05,91.66493225097656,3.9135218636436733,28.979893841149764
30.0,0.0,30.0,4.2698191613593774,1.8753255009651184,6.60944371646523,2.956374009954743e-05,88.42462158203125,4.104062941815778,31.79410207723751
31.0,0.0,31.0,3.8381655833589137,1.626425862312317,6.059096690560131,2.2618487491854466e-06,82.33268737792969,4.254466221732407,33.97331389969065
32.0,0.0,32.0,3.4526947912200248,1.4030802249908447,5.540332427208615,5.616334419755731e-08,76.38862609863281,4.387193347629165,36.02593762228141
33.0,1.0,1.0,3.2434057699391357,1.3126869797706604,5.16194051143977,4.2541500988591e-06,71.4796371459961,4.383087378352634,36.329672320153655
34.0,1.0,2.0,2.981241692641459,1.2348229885101318,4.72495229212057,2.9141119739506394e-08,66.0548095703125,4.41817849227919,37.32938210961923
35.0,1.0,3.0,2.737720046385433,1.1261888146400452,4.438497060083723,1.8242591977468692e-05,63.0792236328125,4.61244064277951,40.241181159754134
36.0,1.0,4.0,2.4440927434569617,0.9504754543304443,4.076657976192892,2.074082203762373e-06,58.72383499145508,4.806589031910007,42.98897812344348
37.0,1.0,5.0,2.292046990559227,0.8604458272457123,3.9319746675533436,3.5426598969934275e-06,57.40372848510742,4.988667449840253,45.7132817015518
38.0,1.0,6.0,1.9932173836033327,0.7794705331325531,3.448691687500859,1.3922232028562576e-05,51.62260055541992,5.196641529045113,49.967947008058815
39.0,1.0,7.0,1.7772453479688315,0.6488893926143646,3.1647224167965913,7.453616035490995e-06,48.0946159362793,5.4055614563769865,53.42413819707918
40.0,1.0,8.0,1.6499076216482027,0.5611398220062256,3.0232823369424637,1.3955612303107046e-05,46.64726257324219,5.616596415066829,57.02467961525235
41.0,1.0,9.0,1.3969135140963571,0.512211799621582,2.4362914774712734,1.0788227882585488e-05,36.92426300048828,5.3221317682688705,52.45786016508777
42.0,1.0,10.0,1.2528594464205702,0.45975537598133087,2.214950682676456,1.4210854715202004e-12,34.09260559082031,5.496718743415868,55.79328157089315
43.0,1.0,11.0,1.0932769740313784,0.3893428444862366,1.9658226832746322,7.75454623180849e-07,30.6273136138916,5.6459326362691185,58.61745828713284
44.0,1.0,12.0,1.0013039903023864,0.34749601781368256,1.7862761530274267,1.0628000381984748e-06,27.933753967285156,5.649970706736497,59.163376805700146
45.0,1.0,13.0,0.9332248292581612,0.3226294666528702,1.6783479728127073,4.739329142466886e-06,26.51561164855957,5.761226621184121,61.445792524339254
46.0,1.0,14.0,0.8682704470778917,0.29095005989074707,1.6020347596952504,3.629866682786087e-07,25.750444412231445,6.007605337409956,66.01723845943972
47.0,1.0,15.0,0.7758384662392623,0.24617653340101242,1.5465328455340956,7.925539193820441e-07,25.647275924682617,6.572189473844476,75.96662046954322
48.0,1.0,16.0,0.7093619737276791,0.2219184711575508,1.4505614231342832,7.596190698677674e-08,24.480070114135742,6.828080233772389,81.35628138672573
49.0,1.0,17.0,0.6666870732871812,0.20449578762054443,1.3862205415153899,1.0729013411037158e-06,23.61916160583496,6.983012939310887,84.58686230441604
50.0,1.0,18.0,0.6303430319721977,0.19162649661302567,1.3312687975862663,2.9960801839479245e-08,22.779205322265625,7.06286326347715,86.12283824277173
51.0,1.0,19.0,0.6097823217310667,0.18533284962177277,1.3001855870443222,3.219838617951609e-09,22.391592025756836,7.15859542674914,88.27628499815354
52.0,1.0,20.0,0.580284040206669,0.1771911084651947,1.2831720868548029,1.8643804651219398e-06,22.35770606994629,7.391803630040202,92.85767291127866
53.0,1.0,21.0,0.5545798771213148,0.1713835671544075,1.2578195205968505,3.412026217120001e-07,22.06207275390625,7.54098916150198,95.72923326188406
54.0,1.0,22.0,0.5237499690561015,0.1634642705321312,1.194954827500839,4.813557552552084e-07,21.18931770324707,7.714162923971698,99.83718299936533
55.0,1.0,23.0,0.49636797191762505,0.1561119332909584,1.1235345828125025,5.423092730438839e-08,20.022640228271484,7.771845025973404,101.56404344834104
56.0,1.0,24.0,0.4672254227767631,0.1513821706175804,1.06620050960866,1.3656631381309126e-09,19.195880889892578,7.949401836588493,105.74253484799499
57.0,1.0,25.0,0.4399284666737329,0.13519204407930374,1.012532150458474,1.0739144329363626e-07,18.34512710571289,8.061538121113081,108.38133939292608
58.0,1.0,26.0,0.40629094890393,0.13452472537755966,0.9258895306788851,7.279176088559325e-07,16.958757400512695,8.19578615707284,112.40161584567583
59.0,1.0,27.0,0.3884107561396852,0.12777971476316452,0.8850992471672738,1.2346538369456539e-06,16.195892333984375,8.17829773216944,111.95295411759925
60.0,1.0,28.0,0.3744486281431316,0.11983447894454002,0.8619657587152002,3.3877768146339804e-08,15.955262184143066,8.375106921988326,117.00554593755041
61.0,1.0,29.0,0.35955671571349884,0.119235560297966,0.8268825180026548,1.0344371048631729e-07,15.393882751464844,8.465266921415786,119.4904173922425
62.0,1.0,30.0,0.3500814648847431,0.11051534861326218,0.8157351734957123,2.159759787900839e-06,15.184916496276855,8.489028216159927,119.69028622274605
63.0,1.0,31.0,0.33220358066696665,0.11171114072203636,0.7521062448572099,2.776289420580724e-07,13.995139122009277,8.418320563231875,118.82904428101305
64.0,1.0,32.0,0.30301033874280575,0.10982325673103333,0.6428278566766465,1.0900089364440646e-06,11.710755348205566,7.929330515760559,108.12273731794205
65.0,2.0,1.0,0.28083675661217977,0.11022935062646866,0.5598721449084865,4.673982090253048e-09,9.883614540100098,7.344458499702164,94.93282256636796
66.0,2.0,2.0,0.26757201230690086,0.10125727206468582,0.5450665768063951,5.184347173781134e-07,9.810486793518066,7.678414398151261,102.77583631674698
67.0,2.0,3.0,0.2641065609051457,0.09965335950255394,0.535546017614952,4.3269670868539833e-07,9.58703899383545,7.592739838407775,100.64126655942367
68.0,2.0,4.0,0.25998600924982884,0.09570333734154701,0.5349070926372494,1.5607838577125221e-06,9.656888961791992,7.760580601374572,104.3077139395458
69.0,2.0,5.0,0.2520129737045252,0.09419840201735497,0.5149433845806372,3.000809840614238e-07,9.344806671142578,7.816356958674791,106.16092939531922
70.0,2.0,6.0,0.2416518357787511,0.09409796446561813,0.49701464594427947,1.1173165148647968e-07,9.131240844726562,8.041316315482074,111.70055126349268
71.0,2.0,7.0,0.2373891892087177,0.09095337241888046,0.4836453253587018,5.09546453031362e-07,8.906249046325684,8.039012898795047,112.29860726570166
72.0,2.0,8.0,0.227687351679225,0.09188508987426758,0.4437053332477286,2.4219989427365363e-06,8.055301666259766,7.691113268322941,105.17903872665376
73.0,2.0,9.0,0.22520306035156828,0.0887758620083332,0.43566471294071046,5.622396770377236e-09,7.902181148529053,7.65774543450171,104.63642523623159
74.0,2.0,10.0,0.22066073328689936,0.08993077278137207,0.4383669614470086,6.979244062677026e-07,8.10580062866211,8.027761647968616,113.37528893237254
75.0,2.0,11.0,0.21764775009049891,0.08673033863306046,0.43025690279552614,2.1305459085851908e-07,7.907516956329346,7.92460403861872,110.69489551289726
76.0,2.0,12.0,0.21135520950306777,0.09006049111485481,0.39455329391868005,3.618384312176204e-07,7.058394908905029,7.362630307815836,98.43062941704754
77.0,2.0,13.0,0.20733021031549317,0.08781004324555397,0.3786811143478335,3.774931087718869e-07,6.717648506164551,7.149340429987901,94.42660811630402
78.0,2.0,14.0,0.2013822724900361,0.08909793570637703,0.3682890129347036,2.942002197414695e-07,6.584140777587891,7.255387902944143,97.22985335299893
79.0,2.0,15.0,0.19954270822548756,0.0862182043492794,0.364399605138142,3.2796401683299337e-07,6.4258036613464355,7.071998386411849,92.35007132005033
80.0,2.0,16.0,0.1949508050897965,0.08327360451221466,0.3500261502470356,8.69027871885919e-07,6.11281681060791,6.889572617340631,88.58201831076393
81.0,2.0,17.0,0.19061722360381758,0.07676845788955688,0.3646008919198271,2.801471055136062e-07,6.685573577880859,7.761044652470975,108.4114803725521
82.0,2.0,18.0,0.18713068253265994,0.07598857581615448,0.3579922201183649,1.469779817853123e-07,6.563302993774414,7.763096985752334,108.43532598515397
83.0,2.0,19.0,0.18310477139093745,0.07312047481536865,0.3417355469193669,3.978468157583848e-06,6.148137092590332,7.405915058480956,100.22723039742559
84.0,2.0,20.0,0.18217238561891896,0.07197610661387444,0.34204316188989203,3.4848289942601696e-07,6.195578575134277,7.508799716342865,102.87609447676913
85.0,2.0,21.0,0.17910116040320123,0.07411810755729675,0.3266054239016019,4.248906861903379e-07,5.846042633056641,7.234398974824013,97.34886690685026
86.0,2.0,22.0,0.1766757445549804,0.07311563193798065,0.3220410254475545,5.5712234825477935e-08,5.7598700523376465,7.236201852033211,97.2166245266669
87.0,2.0,23.0,0.17570923908242872,0.07184957340359688,0.3251319593994798,2.5595932129363064e-07,5.8249030113220215,7.311236551214668,98.26522548197842
88.0,2.0,24.0,0.1751920326025138,0.07064231485128403,0.3271867268448306,9.893929018289782e-07,5.921417713165283,7.469363728957988,102.18595776123779
89.0,2.0,25.0,0.17403351753260882,0.06963841989636421,0.3221168424906798,9.859428473646403e-08,5.782675266265869,7.320590432534701,98.795692310019
90.0,2.0,26.0,0.1725319158614095,0.07040278241038322,0.3224976651165905,5.640288236463675e-07,5.822251796722412,7.430977215675296,101.21125223000655
91.0,2.0,27.0,0.1718718114723688,0.06945184618234634,0.3254700062960487,2.416893494228134e-07,5.920795917510986,7.583545330897326,104.55181030798606
92.0,2.0,28.0,0.17115891375561545,0.06790053099393845,0.32672299584730935,2.213346306234598e-08,5.944628715515137,7.614897841315852,104.91052534646184
93.0,2.0,29.0,0.1669374585026071,0.06873169913887978,0.30842332367545955,2.661397857650627e-08,5.50392484664917,7.222983890971436,96.42370374791973
94.0,2.0,30.0,0.16521975259205857,0.06802516430616379,0.3074207986648078,6.302849442363367e-08,5.51433801651001,7.319051482283988,98.55182027152485
95.0,2.0,31.0,0.16386232739973372,0.06802869960665703,0.3030356147055785,3.816058438133041e-07,5.449326038360596,7.336600650522189,99.33711634245742
96.0,2.0,32.0,0.1646446785167659,0.0674627423286438,0.3069056871445045,1.4917986845830455e-07,5.550137996673584,7.466156491092204,101.96292122185332
